date,ticker,Adj Close,Close,High,Low,OBV,Open,Volume,bbands_low,bbands_mid,bbands_up,bbp,buy_minus_sell,close_nld,close_pct_change_d,close_volatility_10d,close_volatility_30d,close_volatility_75d,longSMA_200,ma10,ma30,macd,macd_hist,macd_signal,rsi,rsi_14,shortSMA_14,sig_bbpBuy,sig_bbpSell,sig_rsiBuy,sig_rsiSell,sig_smaBuy,sig_smaSell,sig_stochBuy,sig_stochSell,slowd,slowk,sum_buy,sum_sell
2016-08-24,ALV,69.18097686767578,76.67147064208984,77.71614074707031,76.61383056640625,455200.0,77.63688659667969,455200,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,DPW,648.0,648.0,680.0,648.0,100.0,680.0,100,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,DTE,81.81241607666016,94.93000030517578,94.97000122070312,93.80000305175781,738200.0,94.43000030517578,738200,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,HEI,37.70847702026367,38.01087951660156,38.27711868286133,37.51935958862305,757100.0,37.555198669433594,757100,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,LIN,112.12054443359375,122.08999633789062,122.30000305175781,121.05000305175781,795700.0,121.22000122070312,795700,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,MRK,55.72804260253906,62.72999954223633,63.779998779296875,62.5099983215332,7482900.0,63.599998474121094,7482900,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,MTX,69.0064697265625,69.91999816894531,70.63999938964844,69.38999938964844,132100.0,70.63999938964844,132100,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-24,SAP,82.60105895996094,87.36000061035156,87.70999908447266,87.23999786376953,386600.0,87.6500015258789,386600,,,,,0,100.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,ALV,69.1224594116211,76.60662841796875,76.76512908935547,76.04467010498047,247900.0,76.46253967285156,207300,,,,,0,99.91542848522656,-0.0008457151477344604,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,DPW,664.0,664.0,688.0,640.0,100.0,640.0,0,,,,,0,102.46913580246914,0.024691358024691468,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,DTE,82.0106430053711,95.16000366210938,95.37999725341797,94.66000366210938,1425900.0,94.93000030517578,687700,,,,,0,100.2422873234954,0.0024228732349540483,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,HEI,36.428504943847656,36.720638275146484,38.405120849609375,35.61471939086914,-846700.0,38.400001525878906,1603800,,,,,0,96.6056001390561,-0.033943998609439086,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,LIN,112.9929428100586,123.04000091552734,123.06999969482422,121.8499984741211,1763000.0,121.98999786376953,967300,,,,,0,100.7781182784276,0.007781182784275975,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,MRK,55.36381149291992,62.31999969482422,63.099998474121094,62.27000045776367,-464800.0,62.86000061035156,7947700,,,,,0,99.34640546723413,-0.006535945327658665,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,MTX,69.95391845703125,70.87999725341797,71.0,69.43000030517578,234100.0,69.51000213623047,102000,,,,,0,101.37299643823366,0.013729964382336535,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-25,SAP,82.62942504882812,87.38999938964844,87.54000091552734,87.12999725341797,811300.0,87.26000213623047,424700,,,,,0,100.03433926177574,0.0003433926177573987,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,ALV,69.03146362304688,76.5057601928711,77.57925415039062,76.26801300048828,-114700.0,77.36311340332031,362600,,,,,0,99.78386947865874,-0.0013167036218760808,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,DPW,672.0,672.0,688.0,656.0,100.0,656.0,0,,,,,0,103.7037037037037,0.012048192771084265,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,DTE,79.79576110839844,92.58999633789062,95.63999938964844,92.48999786376953,549000.0,95.23999786376953,876900,,,,,0,97.53502163724572,-0.027007221787677116,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,HEI,35.08250045776367,35.36383819580078,36.46464157104492,35.01055908203125,-1920500.0,36.09600067138672,1073800,,,,,0,93.03609557457185,-0.03694925096833135,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,LIN,111.87258911132812,121.81999969482422,123.55000305175781,121.36000061035156,756400.0,123.37999725341797,1006600,,,,,0,99.77885440972643,-0.009915484489801951,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
2016-08-26,MRK,55.834651947021484,62.849998474121094,62.9900016784668,62.18000030517578,7329000.0,62.47999954223633,7793800,,,,,0,100.19129432928493,0.008504473393649459,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
